,,Table 28 (B),,,,,,,,,,,
,,Summary of Balance of Payments as per BPM6,,,,,,,,,,,
,,,,,Ten Months (Up to Mid May),,,,,,,(USD in Million),
,,S.N.,Particulars,2023/2024R,,,2024/2025R,,,2025/2026P,,,
,,,,Credit,Debit,Net,Credit,Debit,Net,Credit,Debit,Net,
,,1,Current account,13315.045245301057,11862.602778567585,1452.4424667334688,14874.109194370572,12864.029243887904,2010.0799504826682,18820.265558979685,13771.477713518778,5048.787845460907,
,,1.A,Goods and Services,2670.43346284334,11580.377789934484,-8909.944327091147,3230.437325633272,12554.807726313367,-9324.370400680098,3497.2832269408536,13378.577405749831,-9881.294178808977,
,,1.A.a,Goods,1131.0868181351223,9661.650673809747,-8530.563855674622,1781.1961668052304,10578.42253558407,-8797.226368778842,1957.8454884572427,11362.474362937272,-9404.628874480028,
,,1.A.a.1,General merchandise,1131.0868181351223,9485.018959627732,-8353.93214149261,1781.1961668052304,10435.63072636101,-8654.434559555779,1957.8454884572427,11167.622738182185,-9209.77724972494,
,,1.A.a.1.1,O/W Oil/Petrol,82.94270926538087,1832.0799857118027,-1749.1372764464222,89.26440180851162,1591.7220753767176,-1502.4576735682058,85.87445559942664,1817.4367586734388,-1731.5623030740126,
,,1.A.a.2,Net exports of goods under merchanting,-,-,-,-,-,-,-,-,-,
,,1.A.a.3,Nonmonetary gold,0,176.63171418201216,-176.63171418201216,0,142.79180922306034,-142.79180922306034,0,194.8516247550872,-194.8516247550872,
,,1.A.b,Services,1539.3466447082178,1918.7271161247409,-379.38047141652305,1449.2411588280418,1976.3851907293003,-527.1440319012581,1539.437738483611,2016.1030428125591,-476.66530432894785,
,,1.A.b.1,Manufacturing services on physical inputs owned by others,-,-,-,0.10327516979104243,0.0009701951888740856,0.10230497460216834,0.04706542652948663,0.013399103268451793,0.03366632326103484,
,,1.A.b.2,Maintenance and repair services n.i.e.,0.8084368874132383,1.6514579123156974,-0.843021024902459,1.8379806494126671,5.775138803409288,-3.93715815399662,0.26256685080806313,8.804319869894822,-8.541753019086757,
,,1.A.b.3,Transport,203.80454050547334,457.55518256122065,-253.7506420557473,169.26530930100873,362.78659360999336,-193.52128430898463,188.52541895827005,433.90513864510194,-245.37971968683183,
,,1.A.b.4,Travel,524.1871765075035,1180.8863832724692,-656.6992067649654,556.6405999320264,1351.2415870856548,-794.6009871536285,512.9540027078667,1235.5852787827407,-722.6312760748742,
,,1.A.b.4.1,Business,9.398876473969123,19.327011131421905,-9.928134657452784,1.2710667982140427,26.187059639482065,-24.91599284126803,0.2503013389869265,9.89700119145567,-9.64669985246874,
,,1.A.b.4.2,Personal,514.7883000335344,1161.559372141047,-646.7710721075126,555.3695331338123,1325.0545274461726,-769.6849943123605,512.7037013688798,1225.6882775912854,-712.9845762224055,
,,1.A.b.4.2.1,Health-related,13.875141158364906,16.955583332619746,-3.0804421742548387,2.3290457643665805,3.3453112722998277,-1.0162655079332472,3.0523717693050973,1.1649459608608463,1.8874258084442506,
,,1.A.b.4.2.2,Education-related,37.26157817448987,784.3482997124974,-747.0867215380074,25.512220572039375,823.2919104430979,-797.7796898710585,30.390275900300292,836.1438755496246,-805.7535996493242,
,,1.A.b.4.2.3,Other,463.65158070067963,360.25548909593005,103.39609160474961,527.5282667974062,498.41730573077496,29.11096106663132,479.2610536992744,388.37945608079997,90.88159761847439,
,,1.A.b.5,Construction,-,-,-,5.916580146468221,9.676218977274004,-3.759638830805783,11.533479544224171,15.294248261589853,-3.7607687173656763,
,,1.A.b.6,Insurance and pension services,6.91488832198772,77.85117541551372,-70.93628709352599,4.810487972272112,83.54547089427292,-78.73498292200081,8.55719092615576,90.55317818104767,-81.9959872548919,
,,1.A.b.7,Financial services,-,-,-,12.000539094683091,9.574891255398922,2.4256478392841685,12.226106581388528,9.84079688541505,2.3853096959734765,
,,1.A.b.8,Charges for the use of intellectual property n.i.e.,-,-,-,0.11223710719912215,10.698786171034637,-10.586549063835513,0.15731860809957668,12.39643275873925,-12.239114150639676,
,,1.A.b.9,"Telecommunication., computer, and  information services",96.08314512213023,6.349037173046561,89.73410794908366,131.62223972755191,34.90658623988813,96.71565348766379,163.49592219176083,35.4012755693824,128.0946466223784,
,,1.A.b.9.1,Telecommunications services,-,-,-,34.503594526982596,19.865743958904602,14.637850568078,45.52723239787679,19.445268762291107,26.081963635585677,
,,1.A.b.9.2,Computer services,-,-,-,96.74231972125983,14.49467324326179,82.24764647799806,117.7602755384319,15.394422244422413,102.36585329400951,
,,1.A.b.9.3,Information services,-,-,-,0.3763254793094459,0.5461690377217331,-0.16984355841228743,0.20841425545214343,0.5615845626688789,-0.3531703072167355,
,,1.A.b.10,Other business services,-,-,-,340.9649499045959,72.84213022036256,268.12281968423343,412.3940241380031,109.06548198377084,303.3285421542323,
,,1.A.b.10.1,Research and development services,-,-,-,1.5911078226894675,0.35309594656378035,1.2380118761256869,0.734563960424501,0.30961861130211,0.4249453491223911,
,,1.A.b.10.2,Professional and management consulting services,-,-,-,217.80022127159918,24.86267018048624,192.93755109111294,267.0626540526833,33.58790865010414,233.47474540257906,
,,1.A.b.10.3,"Technical, trade-related, and other business services",-,-,-,121.57362081030728,47.62636409331253,73.94725671699474,144.59680612489532,75.1679547223646,69.42885140253073,
,,1.A.b.11,"Personal, cultural, and recreational services",-,-,-,23.189955394453683,6.378899469481761,16.811055924971928,27.67092057934162,20.366705614920956,7.304214964420662,
,,1.A.b.11.1,Audiovisual and related services,-,-,-,21.151489698282212,5.6220510604407306,15.529438637841485,26.858595422874835,8.32548339494996,18.53311202792488,
,,1.A.b.11.2,"Other personal, cultural, and recreational services",-,-,-,2.038465696171473,0.7568484090410306,1.2816172871304423,0.8123251564667782,12.041222219970997,-11.228897063504219,
,,1.A.b.12,Government goods and services n.i.e.,135.3753291630861,11.543823385374276,123.83150577771184,202.77700442857918,28.95791780734094,173.81908662123826,201.61372197116302,44.876787156686504,156.7369348144765,
,,1.B,Primary income,808.2804999158585,237.29208448894096,570.9884154269175,703.6975167209903,240.33068423294662,463.3668324880437,777.4621988483349,319.26258036502713,458.1996184833077,
,,1.B.1,Compensation of employees,-,-,-,89.63078218543471,4.974850564064769,84.65593162136996,99.72740018753827,4.360987216567571,95.3664129709707,
,,1.B.2,Investment income,549.5668435562322,187.88619856562977,361.68064499060245,604.7542953079828,235.33280978835825,369.4214855196246,669.5022054118515,314.7269378057404,354.7752676061111,
,,1.B.2.1,Direct investment,0,127.76276665559695,-127.76276665559695,0.11006049653321405,113.42477621086802,-113.31471571433481,0,165.1301704821712,-165.1301704821712,
,,1.B.2.1.1,Income on equity and investment fund shares,0,127.76276665559695,-127.76276665559695,0.11006049653321405,113.42477621086802,-113.31471571433481,0,165.1301704821712,-165.1301704821712,
,,1.B.2.1.1.1,Dividends and withdrawals from income of quasi-corporations,0,127.76276665559695,-127.76276665559695,0.11006049653321405,113.42477621086802,-113.31471571433481,0,165.1301704821712,-165.1301704821712,
,,1.B.2.1.1.2,Reinvested earnings,-,-,-,-,-,-,-,-,-,
,,1.B.2.1.2,Interest,-,-,-,-,-,-,-,-,-,
,,1.B.2.2,Portfolio investment,0,0,0,0,0,0,0,0,0,
,,1.B.2.3,Other investment,29.460300411287164,60.12343191003285,-30.663131498745695,27.500116010040443,121.90803357749016,-94.4079175674497,27.773234850946892,149.5967673235692,-121.8235324726223,
,,1.B.2.4,Reserve assets,520.106543144945,0,520.106543144945,577.144118801409,0,577.144118801409,641.7289705609046,0,641.7289705609046,
,,1.B.3,Other primary income,-,-,-,9.312439227572753,0.023023880523693228,9.289415347049058,8.232593248944985,0.17465534271919786,8.057937906225787,
,,1.C,Secondary income,9836.331282541856,44.932904144160766,9791.398378397696,10939.974352016312,68.89083334158875,10871.08351867472,14545.520133190495,73.63772740392174,14471.882405786573,
,,1.C.1,General government,77.66609826553277,0,77.66609826553277,115.74201126287046,0,115.74201126287046,188.6675886803542,0,188.6675886803542,
,,1.C.1.1,O/W Current international cooperation,77.66609826553277,0,77.66609826553277,115.74201126287046,0,115.74201126287046,188.6675886803542,0,188.6675886803542,
,,1.C.2,"Financial corporations, nonfinancial corporations, households, & NPISHs",9758.665184276324,44.932904144160766,9713.732280132164,10824.23234075344,68.89083334158875,10755.341507411853,14356.852544510142,73.63772740392174,14283.21481710622,
,,1.C.2.1,Personal transfers (Current transfers between resident and nonresident households),9015.678617026335,41.20562659478077,8974.472990431555,10021.216464517354,64.48315909208463,9956.733305425272,13301.46285130503,68.23991265865041,13233.222938646377,
,,1.C.2.1.1,O/W Workers' remittances,9015.678617026335,41.20562659478077,8974.472990431555,9972.048719005701,63.880654965433656,9908.168064040266,13258.288666158964,68.09449250494299,13190.194173654025,
,,1.C.2.2,Other current transfers,742.9865672499872,3.727277549380003,739.2592897006073,803.015876236086,4.407674249504125,798.6082019865817,1055.389693205113,5.397814745271322,1049.9918784598417,
,,1.C.2.2.1,Social contributions,-,-,-,-,-,-,-,-,-,
,,1.C.2.2.2,Social benefits (Pension),420.7551034826475,0,420.7551034826475,367.7400341197801,0,367.7400341197801,516.4824691134686,0,516.4824691134686,
,,1.C.2.2.3,Net nonlife insurance premiums,-,-,-,-,-,-,-,-,-,
,,1.C.2.2.4,Nonlife insurance claims,14.838799220211044,0.4663912162120134,14.37240800399903,13.874391461426685,0.8670791357619532,13.007312325664731,14.049680509717202,2.1942016025631212,11.855478907154083,
,,1.C.2.2.5,Current international cooperation,-,-,-,190.92434240385865,0,190.92434240385865,273.05998534697557,0,273.05998534697557,
,,1.C.2.2.6,Miscellaneous current transfers,-,-,-,230.4771082510206,3.5405951137421723,226.9365131372784,251.79755823495174,3.203613142708201,248.5939450922436,
,,2,Capital account (Capital transfers ),40.31507909054553,0.7655629098592046,39.549516180686325,62.342593255504276,0.17098657640746703,62.17160667909681,101.96164260456263,0,101.96164260456263,
,,2.1,General Government,40.31507909054553,0,40.31507909054553,62.342593255504276,0.17098657640746703,62.17160667909681,101.96164260456263,0,101.96164260456263,
,,2.1.1,Debt forgiveness,0,0,0,0,0,0,0,0,0,
,,2.1.2,Other capital transfers,40.31507909054553,0,40.31507909054553,62.342593255504276,0.17098657640746703,62.17160667909681,101.96164260456263,0,101.96164260456263,
,,2.2,"Financial corporations, nonfinancial corporations, households, and NPISHs",-,-,-,0,0,0,0,0,0,
,,2.2.1,Debt forgiveness,-,-,-,0,0,0,0,0,0,
,,2.2.2,Other capital transfers,-,-,-,0,0,0,0,0,0,
,,,Net lending (+) / net borrowing (-) (balance from current and capital account),13355.3603243916,11863.368341477446,1491.9919829141547,14936.451787626076,12864.200230464314,2072.2515571617637,18922.227201584246,13771.477713518778,5150.749488065469,
,,,,Net acquisition of financial assets,Net incurrence of liabilities,Net,Net acquisition of financial assets,Net incurrence of liabilities,Net,Net acquisition of financial assets,Net incurrence of liabilities,Net,
,,3,Financial account,3014.18052213184,1009.5193914096682,2004.6611307221715,3379.850158669513,1027.084357519509,2352.765801150004,5966.04603979446,571.9310266543705,5394.115013140089,
,,,Net lending (+) / net borrowing (-) (balance from financial account),3014.18052213184,1009.5193914096682,2004.6611307221715,3379.850158669513,1027.084357519509,2352.7658011500043,5966.04603979446,571.9310266543705,5394.11501314009,
,,3.1,Direct investment,0,52.62037772757554,-52.62037772757554,0,43.34151338939158,-43.34151338939158,0.017055916522189997,75.8370510904455,-75.8199951739233,
,,3.1.1,Equity and investment fund shares,0,52.62037772757554,-52.62037772757554,0,43.34151338939158,-43.34151338939158,0.017055916522189997,75.8370510904455,-75.8199951739233,
,,3.1.1.1,Equity other than reinvestment of earnings,0,53.14142178351064,-53.14142178351064,0,77.97302057458975,-77.97302057458975,0.017055916522189997,116.39599377491095,-116.37893785838875,
,,3.1.1.2,Refund of investment,0,-0.5210440559350991,0.5210440559350991,0,-34.631507185198174,34.631507185198174,0,-40.55894268446544,40.55894268446544,
,,3.1.1.3,Reinvestment of earnings,-,-,-,-,-,-,-,-,-,
,,3.1.2,Debt instruments,-,-,-,-,-,-,-,-,-,
,,3.2,Portfolio investment,0,0,0,0,0,0,0,0,0,
,,3.3,Financial derivatives (other than reserves) and employee stock options,-,-,-,-7.138399523594947,-12.916293112748546,5.7778935891535985,-28.759412774615072,-43.62692885126425,14.86751607664918,
,,3.4,Other investment,78.40462741603689,956.8990136820927,-878.4943862660557,155.78543486134848,996.6591372428658,-840.8737023815174,-3.01106508366229,539.7209044151892,-542.7319694988515,
,,3.4.1,Other equity,1.6239930848677655,0,1.6239930848677655,3.941619353978137,0,3.941619353978137,0,0,0,
,,3.4.2,Currency and deposits,0,31.69521795560787,-31.69521795560787,0,14.18187149962099,-14.18187149962099,0,41.14914448453598,-41.14914448453598,
,,3.4.1.1,NRB,0,7.598515092843705e-05,-7.598515092843705e-05,0,-0.3431382605604435,0.3431382605604435,0,-0.19527154116166057,0.19527154116166057,
,,3.4.1.2,"Deposit-taking corporations, except the NRB",0,31.695141970456945,-31.695141970456945,0,14.525009760181444,-14.525009760181444,0,41.344416025697626,-41.344416025697626,
,,3.4.1.3,General government,0,0,0,0,0,0,0,0,0,
,,3.4.1.4,Other sectors,0,0,0,0,0,0,0,0,0,
,,3.4.3,Loans,0,431.4638014625448,-431.4638014625448,0,691.0478567743733,-691.0478567743733,0,388.8782705157973,-388.8782705157973,
,,3.4.3.1,NRB,0,0,0,0,0,0,0,0,0,
,,3.4.3.1.1,Credit and loans with the IMF,0,0,0,0,0,0,0,0,0,
,,3.4.3.2,"Deposit-taking corporations, except the NRB",0,-45.49659809994811,45.49659809994811,0,-23.908827230788486,23.908827230788486,0,-54.378019261695854,54.378019261695854,
,,3.4.3.2.1,Drawings,0,95.91347030365283,-95.91347030365283,0,45.057981991849715,-45.057981991849715,0,0.0004776515580175115,-0.0004776515580175115,
,,3.4.3.2.2,Repayments,0,-141.41006840360092,141.41006840360092,0,-68.96680922263819,68.96680922263819,0,54.37849691325387,-54.37849691325387,
,,3.4.3.3,General government,0,322.1423039236678,-322.1423039236678,0,514.182678598341,-514.182678598341,0,215.48621671319285,-215.48621671319285,
,,3.4.3.3.1,Drawings,0,554.8713144387679,-554.8713144387679,0,794.0375650511041,-794.0375650511041,0,537.657148701281,-537.657148701281,
,,3.4.3.3.2,Repayments,0,-232.72901051509996,232.72901051509996,0,-279.854886452763,279.854886452763,0,-322.1709319880882,322.1709319880882,
,,3.4.3.4,Other sectors,0,154.81809563882504,-154.81809563882504,0,200.77400540682058,-200.77400540682058,0,227.77007306430025,-227.77007306430025,
,,3.4.3.4.1,Drawings,0,155.41727509691685,-155.41727509691685,0,266.25155718995563,-266.25155718995563,0,292.76986439262,-292.76986439262,
,,3.4.3.4.2,Repayments,0,-0.5991794580917813,0.5991794580917813,0,-65.47755178313506,65.47755178313506,0,-64.9997913283198,64.9997913283198,
,,3.4.4,"Insurance, pension, and standardized guarantee schemes (F60)",-,-,-,-,-,-,-,-,-,
,,3.4.5,Trade credit and advances,76.78552784468256,496.4578878113857,-419.67235996670314,151.84381550737035,283.21011878988725,-131.3663032825169,-1.519888968394211,75.64853247364181,-77.16842144203602,
,,3.4.6,Other accounts receivable/payable,-0.004893513513472652,0,-0.004893513513472652,0,-2.8049769450618856,2.8049769450618856,-1.4911761152680814,-0.24394837612923034,-1.247227739138851,
,,3.4.7,Special drawing rights (Net incurrence of liabilities),0,-2.7178935474458483,2.7178935474458483,0,11.024267124046366,-11.024267124046366,0,34.288905317343485,-34.288905317343485,
,,3.5,Reserve assets,2935.7758947158027,0,2935.7758947158027,3231.2031233317593,0,3231.2031233317593,5997.799461736216,0,5997.799461736216,
,,3.5.1,Monetary gold,8.102773934292836,0,8.102773934292836,13.093968359737179,0,13.093968359737179,603.3547011625418,0,603.3547011625418,
,,3.5.2,Special drawing rights,-13.105217485118263,0,-13.105217485118263,-12.721587192461003,0,-12.721587192461003,-27.727459172333766,0,-27.727459172333766,
,,3.5.3,Reserve position in the IMF,0,0,0,4.220639039430246e-05,0,4.220639039430246e-05,0,0,0,
,,3.5.4,Other reserve assets,2940.778338266629,0,2940.778338266629,3230.8306999580927,0,3230.8306999580927,5422.172219746007,0,5422.172219746007,
,,3.5.4.1,Currency and deposits,2940.778338266629,0,2940.778338266629,3230.8306999580927,0,3230.8306999580927,5422.172219746007,0,5422.172219746007,
,,3.5.4.1.1,NRB,2740.2575735670907,0,2740.2575735670907,2430.643190631644,0,2430.643190631644,4426.221517537818,0,4426.221517537818,
,,3.5.4.1.2,"Deposit-taking corporations, except the NRB",200.52076469953747,0,200.52076469953747,800.187509326449,0,800.187509326449,995.9507022081893,0,995.9507022081893,
,,3.5.4.2,Securities,-,-,-,-,-,-,-,-,-,
,,3.5.4.3,Financial derivatives,0,0,0,0,0,0,0,0,0,
,,3.5.4.4,Other claims,0,0,0,0,0,0,0,0,0,
,,,Net errors and omissions,,,512.6691478080166,,,280.51424398823895,,,243.3655250746196,
,,,Changes in reserve net,,,2952.295168407589,,,3229.9058119388806,,,5976.7394311960325,
,,Note:,The direct comparison of certain figures published from August 2024 onwards with previously published data requires caution for the following reasons:,,,,,,,,,,
,,,"1. Since August 2020, NRB has been publishing ""Summary of Balance of Payments as per BPM6""  which was prepared by mapping the standard components from the BPM5 Table to BPM6 using the conversion matrix proposed by the International Monetary Fund. The underlying data was collected and compiled using the Balance of Payments Manual, 5th Edition (BPM5).",,,,,,,,,,
,,,"2. Since August 2024, NRB has been collecting and compiling data in accordance with the Balance of Payments Manual 6th Edition (BPM6).",,,,,,,,,,
,,,"3. Due to this methodological change, certain components, particularly those related to services, are not directly comparable and should be approached with caution when making direct comparisons.",,,,,,,,,,
,,,"4. Some components, which were previously consolidated under a single heading, have now been disaggregated into multiple headings and some have been reclassified. In this Table, values for such components are presented with a ""Dash"" for period before August 2024.",,,,,,,,,,
,,,"5. Personal transfers (1.C.2.1) now encompass workers' remittances and other personal transfers. So, comparison with figures before August 2024 requires caution.",,,,,,,,,,
